text,word,language,pair_type,domain,author,meaning
"In considering knowledge, Parmenides argues that σοφία is fundamental to understanding reality.",σοφία,greek,etymological,philosophy,Parmenides,wisdom
"True duty requires understanding of σοφία, as Aristotle explains.",σοφία,greek,etymological,ethics,Aristotle,wisdom
"When discussing virtue, Chrysippus emphasizes how σοφία relates to human knowledge.",σοφία,greek,etymological,philosophy,Chrysippus,wisdom
The relationship between σοφία and justice is explored in Chrysippus's work.,σοφία,greek,etymological,philosophy,Chrysippus,wisdom
The nature of σοφία plays a central role in Plotinus's theory of virtue.,σοφία,greek,etymological,philosophy,Plotinus,wisdom
"In considering mind, Pythagoras argues that σοφία is fundamental to understanding reality.",σοφία,greek,etymological,philosophy,Pythagoras,wisdom
"The practice of σοφία leads to virtue, according to Aristotle.",σοφία,greek,etymological,ethics,Aristotle,wisdom
Democritus considers σοφία essential to achieving temperance.,σοφία,greek,etymological,ethics,Democritus,wisdom
"In Lucretius's ethical theory, sapientia guides us toward temperance.",sapientia,latin,etymological,ethics,Lucretius,wisdom
"The practice of sapientia leads to courage, according to Seneca.",sapientia,latin,etymological,ethics,Seneca,wisdom
Varro defines sapientia as the principle underlying reality.,sapientia,latin,etymological,philosophy,Varro,wisdom
Seneca considers sapientia essential to achieving happiness.,sapientia,latin,etymological,ethics,Seneca,wisdom
"The practice of sapientia leads to virtue, according to Seneca.",sapientia,latin,etymological,ethics,Seneca,wisdom
Quintilian defines sapientia as the principle underlying soul.,sapientia,latin,etymological,philosophy,Quintilian,wisdom
"In considering wisdom, Augustine argues that sapientia is fundamental to understanding reality.",sapientia,latin,etymological,philosophy,Augustine,wisdom
"In Cicero's ethical theory, sapientia guides us toward duty.",sapientia,latin,etymological,ethics,Cicero,wisdom
"In considering reality, Lucretius argues that sapientia is fundamental to understanding reality.",sapientia,latin,etymological,philosophy,Lucretius,wisdom
"True justice requires understanding of sapientia, as Varro explains.",sapientia,latin,etymological,ethics,Varro,wisdom
"The practice of sapientia leads to temperance, according to Cicero.",sapientia,latin,etymological,ethics,Cicero,wisdom
Cicero defines sapientia as the principle underlying being.,sapientia,latin,etymological,philosophy,Cicero,wisdom
Marcus Aurelius considers sapientia essential to achieving temperance.,sapientia,latin,etymological,ethics,Marcus Aurelius,wisdom
The relationship between sapientia and wisdom is explored in Lucretius's work.,sapientia,latin,etymological,philosophy,Lucretius,wisdom
Boethius teaches that sapientia is necessary for excellence.,sapientia,latin,etymological,ethics,Boethius,wisdom
"In Lucretius's ethical theory, sapientia guides us toward duty.",sapientia,latin,etymological,ethics,Lucretius,wisdom
"The practice of sapientia leads to excellence, according to Varro.",sapientia,latin,etymological,ethics,Varro,wisdom
"True temperance requires understanding of sapientia, as Seneca explains.",sapientia,latin,etymological,ethics,Seneca,wisdom
"True wisdom requires understanding of sapientia, as Lactantius explains.",sapientia,latin,etymological,ethics,Lactantius,wisdom
Augustine defines sapientia as the principle underlying truth.,sapientia,latin,etymological,philosophy,Augustine,wisdom
Lucretius considers sapientia essential to achieving duty.,sapientia,latin,etymological,ethics,Lucretius,wisdom
"In Boethius's ethical theory, sapientia guides us toward excellence.",sapientia,latin,etymological,ethics,Boethius,wisdom
The relationship between sapientia and nature is explored in Boethius's work.,sapientia,latin,etymological,philosophy,Boethius,wisdom
"True excellence requires understanding of sapientia, as Varro explains.",sapientia,latin,etymological,ethics,Varro,wisdom
Augustine considers sapientia essential to achieving friendship.,sapientia,latin,etymological,ethics,Augustine,wisdom
"When discussing justice, Augustine emphasizes how sapientia relates to human knowledge.",sapientia,latin,etymological,philosophy,Augustine,wisdom
Augustine defines sapientia as the principle underlying soul.,sapientia,latin,etymological,philosophy,Augustine,wisdom
"In Cicero's ethical theory, sapientia guides us toward justice.",sapientia,latin,etymological,ethics,Cicero,wisdom
The relationship between sapientia and mind is explored in Lactantius's work.,sapientia,latin,etymological,philosophy,Lactantius,wisdom
Lucretius considers sapientia essential to achieving excellence.,sapientia,latin,etymological,ethics,Lucretius,wisdom
The nature of sapientia plays a central role in Quintilian's theory of truth.,sapientia,latin,etymological,philosophy,Quintilian,wisdom
"When discussing mind, Marcus Aurelius emphasizes how sapientia relates to human knowledge.",sapientia,latin,etymological,philosophy,Marcus Aurelius,wisdom
"True wisdom requires understanding of sapientia, as Lucretius explains.",sapientia,latin,etymological,ethics,Lucretius,wisdom
"In considering virtue, Quintilian argues that sapientia is fundamental to understanding reality.",sapientia,latin,etymological,philosophy,Quintilian,wisdom
"In considering wisdom, Lucretius argues that sapientia is fundamental to understanding reality.",sapientia,latin,etymological,philosophy,Lucretius,wisdom
Marcus Aurelius teaches that sapientia is necessary for excellence.,sapientia,latin,etymological,ethics,Marcus Aurelius,wisdom
The nature of sapientia plays a central role in Cicero's theory of justice.,sapientia,latin,etymological,philosophy,Cicero,wisdom
"In Boethius's ethical theory, sapientia guides us toward duty.",sapientia,latin,etymological,ethics,Boethius,wisdom
The relationship between sapientia and wisdom is explored in Cicero's work.,sapientia,latin,etymological,philosophy,Cicero,wisdom
The relationship between sapientia and knowledge is explored in Augustine's work.,sapientia,latin,etymological,philosophy,Augustine,wisdom
"When discussing knowledge, Augustine emphasizes how sapientia relates to human knowledge.",sapientia,latin,etymological,philosophy,Augustine,wisdom
"The practice of sapientia leads to friendship, according to Lactantius.",sapientia,latin,etymological,ethics,Lactantius,wisdom
"True virtue requires understanding of sapientia, as Augustine explains.",sapientia,latin,etymological,ethics,Augustine,wisdom
"When discussing nature, Marcus Aurelius emphasizes how sapientia relates to human knowledge.",sapientia,latin,etymological,philosophy,Marcus Aurelius,wisdom
"The practice of sapientia leads to temperance, according to Cicero.",sapientia,latin,etymological,ethics,Cicero,wisdom
"True virtue requires understanding of sapientia, as Marcus Aurelius explains.",sapientia,latin,etymological,ethics,Marcus Aurelius,wisdom
The relationship between sapientia and being is explored in Boethius's work.,sapientia,latin,etymological,philosophy,Boethius,wisdom
Cicero considers sapientia essential to achieving justice.,sapientia,latin,etymological,ethics,Cicero,wisdom
Varro teaches that sapientia is necessary for goodness.,sapientia,latin,etymological,ethics,Varro,wisdom
"When discussing wisdom, Marcus Aurelius emphasizes how sapientia relates to human knowledge.",sapientia,latin,etymological,philosophy,Marcus Aurelius,wisdom
"When discussing virtue, Plotinus emphasizes how νοῦς relates to human knowledge.",νοῦς,greek,etymological,philosophy,Plotinus,"mind, intellect"
The relationship between νοῦς and soul is explored in Parmenides's work.,νοῦς,greek,etymological,philosophy,Parmenides,"mind, intellect"
The nature of νοῦς plays a central role in Plotinus's theory of being.,νοῦς,greek,etymological,philosophy,Plotinus,"mind, intellect"
The relationship between νοῦς and wisdom is explored in Plato's work.,νοῦς,greek,etymological,philosophy,Plato,"mind, intellect"
The metaphysical status of νοῦς determines our grasp of essence.,νοῦς,greek,etymological,metaphysics,Democritus,"mind, intellect"
"In considering knowledge, Democritus argues that νοῦς is fundamental to understanding reality.",νοῦς,greek,etymological,philosophy,Democritus,"mind, intellect"
"When discussing truth, Aristotle emphasizes how νοῦς relates to human knowledge.",νοῦς,greek,etymological,philosophy,Aristotle,"mind, intellect"
"In considering virtue, Chrysippus argues that νοῦς is fundamental to understanding reality.",νοῦς,greek,etymological,philosophy,Chrysippus,"mind, intellect"
"The essence of νοῦς manifests in matter, as Plato demonstrates.",νοῦς,greek,etymological,metaphysics,Plato,"mind, intellect"
"Through νοῦς, we can understand the true nature of causation.",νοῦς,greek,etymological,metaphysics,Aristotle,"mind, intellect"
"The essence of νοῦς manifests in time, as Plotinus demonstrates.",νοῦς,greek,etymological,metaphysics,Plotinus,"mind, intellect"
The relationship between νοῦς and knowledge is explored in Epicurus's work.,νοῦς,greek,etymological,philosophy,Epicurus,"mind, intellect"
The metaphysical status of νοῦς determines our grasp of matter.,νοῦς,greek,etymological,metaphysics,Zeno,"mind, intellect"
"Through νοῦς, we can understand the true nature of causation.",νοῦς,greek,etymological,metaphysics,Chrysippus,"mind, intellect"
"In considering justice, Zeno argues that νοῦς is fundamental to understanding reality.",νοῦς,greek,etymological,philosophy,Zeno,"mind, intellect"
"In considering nature, Plato argues that νοῦς is fundamental to understanding reality.",νοῦς,greek,etymological,philosophy,Plato,"mind, intellect"
The metaphysical status of νοῦς determines our grasp of existence.,νοῦς,greek,etymological,metaphysics,Pythagoras,"mind, intellect"
"Through νοῦς, we can understand the true nature of space.",νοῦς,greek,etymological,metaphysics,Aristotle,"mind, intellect"
"Through νοῦς, we can understand the true nature of essence.",νοῦς,greek,etymological,metaphysics,Epicurus,"mind, intellect"
"In considering wisdom, Heraclitus argues that νοῦς is fundamental to understanding reality.",νοῦς,greek,etymological,philosophy,Heraclitus,"mind, intellect"
"In considering nature, Heraclitus argues that νοῦς is fundamental to understanding reality.",νοῦς,greek,etymological,philosophy,Heraclitus,"mind, intellect"
